Id,Name,Latitude,Longitude,Country,CountryCode,Status,ReactorType,ReactorModel,ConstructionStartAt,OperationalFrom,OperationalTo,Capacity,LastUpdatedAt,Source,IAEAId
776,Zaporozhye-6,47.508,34.627,Ukraine,UA,Operational,PWR,VVER V-320,1986-06-01,1996-09-17,,950.0,2015-05-24T04:51:39+03:00,WNA/IAEA,567.0
259,Gravelines-1,51.014,2.138,France,FR,Operational,PWR,CP1,1975-02-01,1980-11-25,,910.0,2015-05-24T04:50:52+03:00,WNA/IAEA,174.0
362,Kalinin-3,57.903,35.057,Russia,RU,Operational,PWR,VVER V-320,1985-10-01,2005-11-08,,950.0,2015-05-24T04:51:34+03:00,WNA/IAEA,495.0
475,Ningde-1,27.046,120.287,China,CN,Operational,PWR,CPR-1000,2008-02-18,2013-04-15,,1018.0,2015-05-24T04:51:56+03:00,WNA/IAEA,921.0
16,APS-1 Obninsk,55.084,36.57,Russia,RU,Shutdown,LWGR,AM-1,1951-01-01,1954-12-01,2002-04-29,5.0,2015-05-24T04:51:32+03:00,WNA/IAEA,447.0
4,Akhvaz-1,,,Iran,IR,Planned,,,,,,,,WNA,
338,Indian Point-1,41.27,-73.95,United States,US,Shutdown,PWR,PWR,1956-05-01,1962-10-01,1974-10-31,265.0,2015-05-24T04:51:43+03:00,WNA/IAEA,643.0
258,Grand Gulf-1,32.007,-91.045,United States,US,Operational,BWR,BWR-6 (Mark 3),1974-05-04,1985-07-01,,1250.0,2015-05-24T04:51:49+03:00,WNA/IAEA,715.0
508,Olkiluoto-4,61.234352,21.436287,Finland,FI,Planned,,,,,,,,WNA,
538,Phenix,44.142,4.712,France,FR,Shutdown,FBR,PH-250,1968-11-01,1974-07-14,2010-02-01,233.0,2015-05-24T04:50:50+03:00,WNA/IAEA,162.0
647,South Texas-1,28.797,-96.044,United States,US,Operational,PWR,WH 4LP (DRYAMB),1975-12-22,1988-08-25,,1250.0,2017-02-10T23:59:20+02:00,WNA/IAEA,764.0
481,Nizhny Novgorod-1,55.786863,42.37215,Russia,RU,Planned,PWR,,,,,,2021-06-07,WNA,
697,Tokai-1,36.466,140.612,Japan,JP,Shutdown,GCR,MAGNOX,1961-03-01,1966-07-25,1998-03-31,159.0,2015-05-24T04:51:27+03:00,WNA/IAEA,344.0
625,Shin-Hanul-2,37.083889,129.391667,South Korea,KR,Under Construction,PWR,APR-1400,2013-06-19,,,1340.0,2015-05-24T04:51:53+03:00,IAEA,888.0
346,Jose Cabrera-1 (Zorita),40.362,-2.818,Spain,ES,Shutdown,PWR,WH 1LP,1964-06-24,1969-08-13,2006-04-30,153.0,2017-02-10T23:56:06+02:00,WNA/IAEA,139.0
326,Hope Creek-1,39.467,-75.535,United States,US,Operational,BWR,BWR-4 (Mark 1),1976-03-01,1986-12-20,,1067.0,2015-05-24T04:51:47+03:00,WNA/IAEA,680.0
807,Tianwan-7,34.6828,119.456,China,CN,Under Construction,PWR,VVER-1200/V491,2021-05-19,,,1171.0,2022-01-05T00:04:08+02:00,WNA/Wikipedia/IAEA,1105.0
10,Aktau (Shevchenko),43.607,51.283,Kazakhstan,KZ,Shutdown,FBR,BN-350,1964-10-01,1973-07-16,1999-04-22,52.0,2021-10-01T00:14:53+03:00,WNA/IAEA,414.0
251,Gentilly-1 (Demo),46.395,-72.357,Canada,CA,Shutdown,HWLWR,HW BLWR 250,1966-09-01,1972-05-01,1977-06-01,250.0,2015-05-24T04:50:26+03:00,WNA/IAEA,47.0
23,Asco-2,41.202,0.571,Spain,ES,Operational,PWR,WH 3LP,1975-03-07,1986-03-31,,888.0,2023-08-28T08:01:45+03:00,WNA/IAEA,156.0
223,Forsmark-3,60.405,18.168,Sweden,SE,Operational,BWR,"AA-IV, BWR-3000",1979-01-01,1985-08-18,,1050.0,2018-03-10T14:51:53+02:00,WNA/IAEA,532.0
551,Point Beach-1,44.282,-87.534,United States,US,Operational,PWR,WH 2LP (DRYAMB),1967-07-19,1970-12-21,,497.0,2017-02-10T23:58:03+02:00,WNA/IAEA,622.0
696,Tihange-3,50.533,5.271,Belgium,BE,Operational,PWR,WH 3LP,1978-11-01,1985-09-01,,1020.0,2017-02-10T23:55:44+02:00,WNA/IAEA,15.0
804,Xudabao-2,40.351389,120.545833,China,CN,Planned,PWR,AP1000,,,,,2021-05-29,Wikipedia,
458,Millstone-2,41.312,-72.166,United States,US,Operational,PWR,CE 2LP (DRYAMB),1969-11-01,1975-12-26,,870.0,2017-02-10T23:58:48+02:00,WNA/IAEA,671.0
342,Isar-2,48.607,12.296,Germany,DE,Shutdown,PWR,Konvoi,1982-09-15,1988-04-09,2023-04-15,1285.0,2023-08-28T08:01:45+03:00,WNA/IAEA,106.0
698,Tokai-2,36.466,140.612,Japan,JP,Suspended Operation,BWR,BWR-5,1973-10-03,1978-11-28,,1056.0,2023-08-28T08:01:45+03:00,WNA/IAEA,346.0
205,Emsland,52.471,7.322,Germany,DE,Shutdown,PWR,Konvoi,1982-08-10,1988-06-20,2023-04-15,1242.0,2023-08-28T08:01:45+03:00,WNA/IAEA,108.0
239,Fuqing-3,25.720278,119.383889,China,CN,Operational,PWR,CNP-1000,2010-12-31,2016-10-24,,1000.0,2017-02-10T23:59:36+02:00,WNA/IAEA,935.0
95,Bugey-2,45.796,5.268,France,FR,Operational,PWR,CP0,1972-11-01,1979-03-01,,920.0,2015-05-24T04:50:51+03:00,WNA/IAEA,165.0
736,Watts Bar-1,35.601,-84.789,United States,US,Operational,PWR,WH 4LP (ICECND),1973-07-20,1996-05-27,,1218.0,2017-02-10T23:58:57+02:00,WNA/IAEA,699.0
365,Kalpakkam-1 (Madras-1 / MAPS1),12.553,80.174,India,IN,Suspended Operation,PHWR,Horizontal Pressure Tube type,1971-01-01,1984-01-27,,202.0,2023-08-28T08:01:45+03:00,WNA/IAEA,304.0
582,Rolphton NPD,46.201,-77.705,Canada,CA,Shutdown,PHWR,CANDU,1958-01-01,1962-10-01,1987-08-01,17.0,2015-05-24T04:50:20+03:00,WNA/IAEA,29.0
286,Hamaoka-5,34.621,138.141,Japan,JP,Suspended Operation,BWR,ABWR,2000-07-12,2005-01-18,,1325.0,2022-12-30T02:07:18+02:00,WNA/IAEA,843.0
186,Douglas Point,44.326,-81.601,Canada,CA,Shutdown,PHWR,CANDU 200,1960-02-01,1968-09-26,1984-05-04,203.0,2015-05-24T04:50:24+03:00,WNA/IAEA,40.0
655,St. Laurent-A2,47.724,1.582,France,FR,Shutdown,GCR,UNGG,1966-01-01,1971-11-01,1992-05-27,515.0,2015-05-24T04:51:07+03:00,WNA/IAEA,229.0
541,Pickering-1,43.812,-79.07,Canada,CA,Operational,PHWR,CANDU 500A,1966-06-01,1971-07-29,,508.0,2015-05-24T04:50:33+03:00,WNA/IAEA,49.0
155,Columbia (WNP-2),46.471,-119.333,United States,US,Operational,BWR,BWR-5 (Mark 2),1972-08-01,1984-12-13,,1100.0,2015-05-24T04:51:48+03:00,WNA/IAEA,702.0
76,Braidwood-1,41.247,-88.23,United States,US,Operational,PWR,WH 4LP (DRYAMB),1975-08-01,1988-07-29,,1120.0,2017-02-10T23:59:18+02:00,WNA/IAEA,737.0
750,Wylfa-1,53.416,-4.48,United Kingdom,GB,Shutdown,GCR,MAGNOX,1963-09-01,1971-11-01,2015-12-30,550.0,2016-03-09T18:43:09+02:00,WNA/IAEA,240.0
501,Ohi-4,35.544,135.652,Japan,JP,Operational,PWR,M (4-loop),1988-06-13,1993-02-02,,1127.0,2015-05-24T04:51:30+03:00,WNA/IAEA,379.0
279,Haiyang-3,36.704,121.382,China,CN,Under Construction,PWR,CAP1000,2022-07-07,,,1161.0,2022-09-24T22:33:57+03:00,WNA/IAEA,993.0
69,Bohunice-4,48.494,17.687,Slovakia,SK,Operational,PWR,VVER V-213,1976-12-01,1985-12-18,,466.0,2021-02-14T03:47:53+02:00,WNA/IAEA,547.0
518,Paks-3,46.574,18.855,Hungary,HU,Operational,PWR,VVER V-213,1979-10-01,1986-12-01,,410.0,2015-05-24T04:51:21+03:00,WNA/IAEA,280.0
190,Dresden-2,41.353,-88.349,United States,US,Operational,BWR,BWR-3 (Mark 1),1966-01-10,1970-06-09,,794.0,2015-05-24T04:51:41+03:00,WNA/IAEA,608.0
273,Gundremmingen-B,48.513,10.401,Germany,DE,Shutdown,BWR,BWR-72,1976-07-20,1984-07-19,2017-12-31,1244.0,2018-03-10T14:51:13+02:00,WNA/IAEA,100.0
238,Fuqing-2,25.443,119.453,China,CN,Operational,PWR,CNP-1000,2009-06-17,2015-10-16,,1000.0,2016-03-09T18:43:55+02:00,WNA/IAEA,915.0
90,Bruce-8,44.341,-81.572,Canada,CA,Operational,PHWR,CANDU 750B,1979-07-30,1987-05-20,,795.0,2022-04-21T20:26:19+03:00,WNA/IAEA,42.0
687,THTR-300,51.68,7.972,Germany,DE,Shutdown,HTGR,Pebble bed reactor,1971-05-03,1987-06-01,1988-09-29,296.0,2015-05-24T04:54:05+03:00,WNA/IAEA,92.0
119,Cattenom-3,49.416,6.217,France,FR,Operational,PWR,P4 REP 1300,1982-06-15,1991-02-01,,1300.0,2015-05-24T04:51:04+03:00,WNA/IAEA,218.0
127,Chapelcross-1,55.014,-3.223,United Kingdom,GB,Shutdown,GCR,MAGNOX,1955-10-01,1959-03-01,2004-06-29,35.0,2015-05-24T04:51:17+03:00,WNA/IAEA,252.0
803,Xudabao-1,40.351389,120.545833,China,CN,Planned,PWR,AP1000,,,,,2021-05-29,Wikipedia,
291,Hanbit-4,35.405,126.41,South Korea,KR,Operational,PWR,OPR-1000,1990-05-26,1996-01-01,,950.0,2022-09-24T22:33:57+03:00,IAEA,397.0
240,Fuqing-4,25.720278,119.383889,China,CN,Operational,PWR,CNP-1000,2012-11-17,2017-09-17,,1000.0,2018-03-10T14:52:08+02:00,WNA/IAEA,936.0
1,Ågesta,59.206,18.0829,Sweden,SE,Shutdown,PHWR,,1957-12-01,1964-05-01,1974-06-02,9.0,2015-05-24T04:51:37+03:00,WNA/IAEA,528.0
811,Changjiang SMR-2,,,China,CN,Planned,PWR,ACP100,,,,,2021-05-29,WNA,
466,Muehleberg,46.969,7.266,Switzerland,CH,Shutdown,BWR,BWR-4,1967-03-01,1972-11-06,2019-12-20,306.0,2020-04-18T04:46:52+03:00,WNA/IAEA,56.0
706,Tricastin-1,44.33,4.733,France,FR,Operational,PWR,CP1,1974-11-01,1980-12-01,,915.0,2015-05-24T04:50:51+03:00,WNA/IAEA,170.0
810,Changjiang SMR-1,19.46007,108.88992,China,CN,Under Construction,PWR,ACP100,2021-07-13,,,100.0,2022-04-21T20:26:19+03:00,WNA/IAEA,1111.0
280,Haiyang-4,36.704,121.382,China,CN,Under Construction,PWR,CAP1000,2023-04-22,,,1161.0,2023-08-28T08:01:45+03:00,WNA/IAEA,994.0
628,Saeul-1,35.327,129.302,South Korea,KR,Operational,PWR,APR-1400,2008-10-16,2016-12-20,,1340.0,2022-12-30T01:45:43+02:00,WNA/IAEA,885.0
118,Cattenom-2,49.416,6.217,France,FR,Operational,PWR,P4 REP 1300,1980-07-28,1988-02-01,,1300.0,2015-05-24T04:51:02+03:00,WNA/IAEA,210.0
230,Fukushima Daiichi-4,37.423,141.032,Japan,JP,Shutdown,BWR,BWR-4,1973-02-12,1978-10-12,2011-05-19,760.0,2019-06-30T12:49:48+03:00,WNA/IAEA,340.0
570,Rajasthan-4,24.876,75.608,India,IN,Operational,PHWR,Horizontal Pressure Tube type,1990-10-01,2000-12-23,,202.0,2015-05-24T04:54:05+03:00,WNA/IAEA,288.0
553,Point Lepreau,45.068,-66.455,Canada,CA,Operational,PHWR,CANDU 6,1975-05-01,1983-02-01,,660.0,2015-05-24T04:50:23+03:00,WNA/IAEA,37.0
818,El Dabaa-3,31.044167,28.497778,Egypt,EG,Under Construction,PWR,VVER-1200,2023-05-03,,,1100.0,2023-08-28T08:24:00+03:00,IAEA/Wikipedia,1120.0
276,Haddam Neck,41.483,-72.5,United States,US,Shutdown,PWR,,1964-05-01,1968-01-01,1996-12-05,582.0,2015-05-24T04:51:41+03:00,WNA/IAEA,605.0
320,Hongyanhe-1,39.797,121.4765,China,CN,Operational,PWR,CPR-1000,2007-08-18,2013-06-06,,1061.0,2015-08-23T03:28:28+03:00,WNA/IAEA/GEO,904.0
671,Takahama-1,35.52,135.503,Japan,JP,Suspended Operation,PWR,M (3-loop),1970-04-25,1974-11-14,,780.0,2023-08-28T08:01:45+03:00,WNA/IAEA,388.0
146,Chinon-B3,47.232,0.167,France,FR,Operational,PWR,CP2,1980-10-01,1987-03-04,,905.0,2015-05-24T04:51:03+03:00,WNA/IAEA,213.0
581,River Bend-1,30.727,-91.372,United States,US,Operational,BWR,BWR-6 (Mark 3),1977-03-25,1986-06-16,,966.0,2015-05-24T04:51:49+03:00,WNA/IAEA,739.0
682,Tarapur-4,19.834,72.657,India,IN,Operational,PHWR,Horizontal Pressure Tube Type,2000-03-08,2005-09-12,,502.0,2015-05-24T04:54:06+03:00,WNA/IAEA,301.0
739,Winfrith SGHWR,50.68,-2.272,United Kingdom,GB,Shutdown,SGHWR,,1963-05-01,1968-01-01,1990-09-11,92.0,2015-05-24T04:51:12+03:00,WNA/IAEA,239.0
589,Rivne-3,51.326,25.9,Ukraine,UA,Operational,PWR,VVER V-320,1980-02-01,1987-05-16,,950.0,2023-08-28T08:51:40+03:00,WNA/IAEA,572.0
371,Kashiwazaki Kariwa-1,37.434,138.598,Japan,JP,Suspended Operation,BWR,BWR-5,1980-06-05,1985-09-18,,1067.0,2022-09-24T22:33:57+03:00,WNA/IAEA,359.0
270,Grohnde,52.033,9.412,Germany,DE,Shutdown,PWR,PWR,1976-06-01,1985-02-01,2021-12-31,1289.0,2022-04-21T20:26:19+03:00,WNA/IAEA,101.0
571,Rajasthan-5,24.876,75.608,India,IN,Operational,PHWR,Horizontal Pressure Tube type,2002-09-18,2010-02-04,,202.0,2015-05-24T04:54:06+03:00,WNA/IAEA,295.0
309,Higashi Dori-1 (Tokyo),41.1856,141.388,Japan,JP,Planned,ABWR,,,,,,,WNA,
312,Hinkley Point-A1,51.209,-3.131,United Kingdom,GB,Shutdown,GCR,MAGNOX,1957-11-01,1965-03-30,2000-05-23,250.0,2015-05-24T04:51:19+03:00,WNA/IAEA,271.0
519,Paks-4,46.574,18.855,Hungary,HU,Operational,PWR,VVER V-213,1979-10-01,1987-11-01,,410.0,2015-05-24T04:51:21+03:00,WNA/IAEA,281.0
47,Beloyarsk-2,56.842,61.321,Russia,RU,Shutdown,LWGR,AMB-200,1962-01-01,1969-12-01,1990-01-01,146.0,2015-05-24T04:51:35+03:00,WNA/IAEA,503.0
351,Kaiga-2,14.865,74.438,India,IN,Operational,PHWR,Horizontal Pressure Tube type,1989-12-01,2000-03-16,,202.0,2015-05-24T04:54:05+03:00,WNA/IAEA,290.0
373,Kashiwazaki Kariwa-3,37.434,138.598,Japan,JP,Suspended Operation,BWR,BWR-5,1989-03-07,1993-08-11,,1067.0,2022-09-24T22:33:57+03:00,WNA/IAEA,380.0
527,Paluel-4,49.857,0.635,France,FR,Operational,PWR,P4 REP 1300,1980-02-01,1986-06-01,,1330.0,2015-05-24T04:50:58+03:00,WNA/IAEA,194.0
263,Gravelines-5,51.014,2.138,France,FR,Operational,PWR,CP1,1979-10-01,1985-01-15,,910.0,2015-05-24T04:51:01+03:00,WNA/IAEA,208.0
197,Dungeness-A1,50.914,0.962,United Kingdom,GB,Shutdown,GCR,MAGNOX,1960-07-01,1965-10-28,2006-12-31,275.0,2015-05-24T04:51:20+03:00,WNA/IAEA,275.0
819,Lufeng-5,,,China,CN,Under Construction,PWR,HPR1000,2022-09-08,,,1116.0,2023-08-28T08:01:45+03:00,IAEA,1113.0
678,Taohuajiang-4,,,China,CN,Planned,PWR,,,,,,,WNA,
109,Callaway-1,38.763,-91.781,United States,US,Operational,PWR,WH 4LP (DRYAMB),1975-09-01,1984-12-19,,1171.0,2017-02-10T23:59:20+02:00,WNA/IAEA,752.0
60,Bilibino-3,68.059,166.492,Russia,RU,Operational,LWGR,EGP-6,1970-01-01,1976-02-01,,11.0,2015-05-24T04:51:32+03:00,WNA/IAEA,469.0
603,Saxton,40.226944,-78.241944,United States,US,Shutdown,PWR,25,1960-01-01,,1972-05-01,3.0,2022-04-21T20:26:19+03:00,IAEA,892.0
442,Longyou-1,,,China,CN,Planned,PWR,,,,,,,WNA,
102,Bushehr-4,28.8305,50.8872,Iran,IR,Planned,,,,,,,,WNA,
480,Ningde-6,27.046,120.287,China,CN,Planned,PWR,CPR-1000,,,,,,WNA/Wikipedia,
731,Vogtle-1,33.143,-81.76,United States,US,Operational,PWR,WH 4LP (DRYAMB),1976-08-01,1987-06-01,,1122.0,2017-02-10T23:59:15+02:00,WNA/IAEA,718.0
587,Rivne-1,51.326,25.9,Ukraine,UA,Operational,PWR,VVER V-213,1973-08-01,1981-09-22,,361.0,2023-08-28T08:51:40+03:00,WNA/IAEA,570.0
630,Saeul-3,35.327,129.302,South Korea,KR,Under Construction,PWR,APR-1400,2017-04-01,,,1340.0,2022-12-30T01:45:43+02:00,WNA/Wikipedia/IAEA,1074.0
181,Doel-2,51.323,4.259,Belgium,BE,Operational,PWR,WH 2LP,1971-09-01,1975-12-01,,445.0,2021-01-06T01:19:47+02:00,WNA/IAEA,11.0
306,Heysham-B1,54.029,-2.912,United Kingdom,GB,Operational,GCR,AGR,1980-08-01,1989-04-01,,615.0,2015-05-24T04:51:18+03:00,WNA/IAEA,259.0
488,Novovoronezh 2-2,51.273,39.197,Russia,RU,Operational,PWR,VVER V-392M,2009-07-12,2019-10-31,,1114.0,2020-04-18T04:46:52+03:00,WNA/IAEA,899.0
479,Ningde-5,27.046,120.287,China,CN,Planned,PWR,CPR-1000,,,,,,WNA/Wikipedia,
790,Taipingling-1,22.693056,114.983333,China,CN,Under Construction,PWR,HPR1000,2019-12-26,,,1116.0,2020-06-06T02:41:28+03:00,IAEA,1084.0
151,Civaux-1,46.457,0.654,France,FR,Operational,PWR,N4 REP 1450,1988-10-15,2002-01-29,,1450.0,2015-05-24T04:51:07+03:00,WNA/IAEA,227.0
126,Changjiang-2,19.46075,108.899917,China,CN,Operational,PWR,CNP-600,2010-11-21,2016-08-12,,601.0,2021-04-20T03:20:43+03:00,WNA/IAEA/Wikipedia,940.0
639,Sizewell-A2,52.212,1.621,United Kingdom,GB,Shutdown,GCR,MAGNOX,1961-04-01,1966-09-15,2006-12-31,290.0,2015-05-24T04:51:11+03:00,WNA/IAEA,236.0
814,Shanwei-2,,,China,CN,Planned,PWR,,,,,,2021-05-29,WNA,
187,Dounreay DFR,58.577,-3.745,United Kingdom,GB,Shutdown,FBR,,1955-03-01,1962-10-01,1977-03-01,14.0,2015-05-24T04:51:14+03:00,WNA/IAEA,242.0
545,Pickering-5,43.812,-79.07,Canada,CA,Operational,PHWR,CANDU 500B,1974-11-01,1983-05-10,,516.0,2015-05-24T04:50:22+03:00,WNA/IAEA,33.0
51,Berkeley-1,51.692,-2.494,United Kingdom,GB,Shutdown,GCR,MAGNOX,1957-01-01,1962-06-12,1989-03-31,138.0,2015-05-24T04:51:19+03:00,WNA/IAEA,264.0
532,Pengze-1,,,China,CN,Planned,PWR,AP-1000,,,,,,WNA,
809,Changjiang-4,19.46075,108.899917,China,CN,Under Construction,PWR,HPR1000,2021-12-28,,,1000.0,2022-04-21T20:26:19+03:00,Wikipedia/IAEA,942.0
623,Shin-Wolsong-2,35.722,129.479,South Korea,KR,Operational,PWR,OPR-1000,2008-09-23,2015-07-24,,950.0,2022-04-21T20:26:19+03:00,WNA/IAEA,884.0
323,Hongyanhe-4,39.797,121.4765,China,CN,Operational,PWR,CPR-1000,2009-08-15,2016-06-08,,1061.0,2019-06-02T20:18:47+03:00,WNA/IAEA/GEO,907.0
355,Kaiga-6,14.868,74.4422,India,IN,Planned,PWR,,,,,,,WNA,
752,Xianning-1,29.66,114.67,China,CN,Planned,PWR,AP-1000,,,,,,WNA/Wikipedia,
144,Chinon-B1,47.232,0.167,France,FR,Operational,PWR,CP2,1977-03-01,1984-02-01,,870.0,2015-05-24T04:50:58+03:00,WNA/IAEA,196.0
372,Kashiwazaki Kariwa-2,37.434,138.598,Japan,JP,Suspended Operation,BWR,BWR-5,1985-11-18,1990-09-28,,1067.0,2022-09-24T22:33:57+03:00,WNA/IAEA,365.0
143,Chinon-A3,47.232,0.167,France,FR,Shutdown,GCR,UNGG,1961-03-01,1966-08-04,1990-06-15,480.0,2015-05-24T04:50:58+03:00,WNA/IAEA,195.0
401,Kruemmel,53.41,10.41,Germany,DE,Shutdown,BWR,BWR-69,1974-04-05,1984-03-28,2011-08-06,1260.0,2015-05-24T04:50:44+03:00,WNA/IAEA,94.0
265,Greifswald-1,54.143,13.668,Germany,DE,Shutdown,PWR,VVER V-230,1970-03-01,1974-07-12,1990-12-18,440.0,2022-09-24T22:33:57+03:00,WNA/IAEA,123.0
322,Hongyanhe-3,39.797,121.4765,China,CN,Operational,PWR,CPR-1000,2009-03-07,2015-08-16,,1061.0,2017-09-25T03:20:36+03:00,WNA/IAEA/GEO,906.0
20,Armenian-2,40.182,44.147,Armenia,AM,Operational,PWR,VVER V-270,1975-07-01,1980-05-03,,375.0,2021-06-29T00:12:17+03:00,WNA/IAEA,2.0
174,Darlington-6,43.8633,-78.7244,Canada,CA,Planned,PHWR,,,,,,,WNA,
659,St. Lucie-2,27.348,-80.244,United States,US,Operational,PWR,CE 2LP (DRYAMB),1977-06-02,1983-08-08,,830.0,2017-02-10T23:58:56+02:00,WNA/IAEA,698.0
314,Hinkley Point-B1,51.209,-3.131,United Kingdom,GB,Shutdown,GCR,AGR,1967-09-01,1978-10-02,2022-08-01,625.0,2022-09-24T22:33:57+03:00,WNA/IAEA,244.0
392,Kori-3,35.321,129.295,South Korea,KR,Operational,PWR,WH F,1979-10-01,1985-09-30,,1001.0,2022-04-21T20:26:19+03:00,WNA/IAEA,409.0
758,Yangjiang-3,21.706,112.256,China,CN,Operational,PWR,CPR-1000,2010-11-15,2016-01-01,,1000.0,2016-03-09T18:43:57+02:00,WNA/IAEA,931.0
13,Angra-1,-23.008,-44.457,Brazil,BR,Operational,PWR,WH 2LP,1971-05-01,1985-01-01,,609.0,2021-02-14T03:47:53+02:00,WNA/IAEA,24.0
409,Kumharia-2,,,India,IN,Planned,PHWR,,,,,,,WNA,
410,Kumharia-3,,,India,IN,Planned,PHWR,,,,,,,WNA,
307,Heysham-B2,54.029,-2.912,United Kingdom,GB,Operational,GCR,AGR,1980-08-01,1989-04-01,,615.0,2015-05-24T04:51:18+03:00,WNA/IAEA,260.0
356,Kakrapar-1,21.236,73.351,India,IN,Operational,PHWR,Horizontal Pressure Tube type,1984-12-01,1993-05-06,,202.0,2015-05-24T04:54:06+03:00,WNA/IAEA,308.0
26,Balakovo-1,52.092,47.952,Russia,RU,Operational,PWR,VVER V-320,1980-12-01,1986-05-23,,950.0,2015-05-24T04:51:36+03:00,WNA/IAEA,524.0
601,Sanming-2,,,China,CN,Planned,FBR,,,,,,,WNA,
171,Darlington-3,43.867,-78.724,Canada,CA,Operational,PHWR,CANDU 850,1984-09-01,1993-02-14,,881.0,2015-05-24T04:50:26+03:00,WNA/IAEA,45.0
39,Beaver Valley-2,40.624,-80.432,United States,US,Operational,PWR,WH 3LP (DRYSUB),1974-05-03,1987-11-17,,836.0,2017-02-10T23:58:59+02:00,WNA/IAEA,712.0
177,Daya Bay-2 (Guangdong-2),22.599,114.544,China,CN,Operational,PWR,M310,1988-04-07,1994-05-06,,930.0,2015-05-24T04:50:39+03:00,WNA/IAEA,64.0
247,Genkai-1,33.518,129.837,Japan,JP,Shutdown,PWR,M (2-loop),1971-09-15,1975-10-15,2015-04-27,529.0,2015-05-24T04:51:27+03:00,WNA/IAEA,336.0
300,Hartlepool-A1,54.634,-1.18,United Kingdom,GB,Operational,GCR,AGR,1968-10-01,1989-04-01,,590.0,2021-04-20T02:47:37+03:00,WNA/IAEA,250.0
674,Takahama-4,35.52,135.503,Japan,JP,Operational,PWR,M (3-loop),1981-03-19,1985-06-05,,830.0,2015-05-24T04:51:28+03:00,WNA/IAEA,356.0
418,LaCrosse,43.559,-91.23,United States,US,Shutdown,BWR,,1963-03-01,1969-11-07,1987-04-30,50.0,2015-05-24T04:51:48+03:00,WNA/IAEA,710.0
578,Ringhals-2,57.259,12.111,Sweden,SE,Shutdown,PWR,WH 3LP,1970-10-01,1975-05-01,2019-12-31,820.0,2020-04-18T04:46:52+03:00,WNA/IAEA,537.0
274,Gundremmingen-C,48.513,10.401,Germany,DE,Shutdown,BWR,BWR-72,1976-07-20,1985-01-18,2021-12-31,1249.0,2022-04-21T20:26:19+03:00,WNA/IAEA,102.0
615,Shearon Harris-1,35.635,-78.955,United States,US,Operational,PWR,WH 3LP (DRYAMB),1978-01-28,1987-05-02,,900.0,2017-02-10T23:58:59+02:00,WNA/IAEA,704.0
156,Comanche Peak-1,32.301,-97.787,United States,US,Operational,PWR,WH 4LP (DRYAMB),1974-12-19,1990-08-13,,1150.0,2017-02-10T23:59:17+02:00,WNA/IAEA,729.0
128,Chapelcross-2,55.014,-3.223,United Kingdom,GB,Shutdown,GCR,MAGNOX,1955-10-01,1959-08-01,2004-06-29,35.0,2015-05-24T04:51:18+03:00,WNA/IAEA,253.0
451,Maine Yankee,43.951,-69.695,United States,US,Shutdown,PWR,,1968-10-01,1972-12-28,1997-08-01,825.0,2015-05-24T04:51:44+03:00,WNA/IAEA,649.0
652,St. Alban-1,45.404,4.754,France,FR,Operational,PWR,P4 REP 1300,1979-01-29,1986-05-01,,1335.0,2015-05-24T04:51:00+03:00,WNA/IAEA,204.0
343,Jaitapur-1,16.595278,73.341111,India,IN,Planned,PWR,,,,,,,WNA/Wikipedia,
432,Leningrad-4,59.837,29.039,Russia,RU,Operational,LWGR,RBMK-1000,1975-02-01,1981-08-29,,925.0,2015-05-24T04:51:34+03:00,WNA/IAEA,494.0
289,Hanbit-2,35.405,126.41,South Korea,KR,Operational,PWR,WH F,1981-12-01,1987-06-10,,903.0,2022-04-21T20:26:19+03:00,IAEA,412.0
115,Catawba-1,35.053,-81.071,United States,US,Operational,PWR,WH 4LP (ICECND),1974-05-01,1985-06-29,,1145.0,2017-02-10T23:59:13+02:00,WNA/IAEA,713.0
502,Ohma,41.507,140.909,Japan,JP,Under Construction,BWR,ABWR,2010-05-07,,,1328.0,2017-02-10T23:59:23+02:00,WNA/IAEA,867.0
175,Davis Besse-1,41.597,-83.092,United States,US,Operational,PWR,B&W RLP (DRYAMB),1970-09-01,1978-07-31,,906.0,2017-02-10T23:58:51+02:00,WNA/IAEA,676.0
361,Kalinin-2,57.903,35.057,Russia,RU,Operational,PWR,VVER V-338,1982-02-01,1987-03-03,,950.0,2015-05-24T04:51:34+03:00,WNA/IAEA,490.0
485,North Anna-1,38.061,-77.792,United States,US,Operational,PWR,WH 3LP (DRYSUB),1971-02-19,1978-06-06,,907.0,2017-02-10T23:58:49+02:00,WNA/IAEA,672.0
58,Bilibino-1,68.059,166.492,Russia,RU,Shutdown,LWGR,EGP-6,1970-01-01,1974-04-01,2019-01-14,11.0,2019-06-02T20:18:07+03:00,WNA/IAEA,467.0
556,Prairie Island-2,44.622,-92.631,United States,US,Operational,PWR,WH 2LP (DRYAMB),1969-06-25,1974-12-21,,530.0,2017-02-10T23:58:28+02:00,WNA/IAEA,648.0
224,Fort Calhoun-1,41.52,-96.076,United States,US,Shutdown,PWR,CE 2LP,1968-06-07,1973-09-26,2016-10-24,478.0,2017-02-10T23:58:13+02:00,WNA/IAEA,634.0
